"File","Offset","Pointers","Japanese","English","width","height","lineheight","English","English","English","English"
"opb/PartsDesc.opb","0x5648","0x1 0xe64","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x56dd","0x1 0xe70","設計図２６＿Ａ","Blueprint 26_A",102,14,14,"Blueprint 26_A","Blueprint 26_A","Blueprint 26_A","Blueprint 26_A"
"opb/PartsDesc.opb","0x56ec","0x1 0xe74","ガンマン人形ボルザーの設計図

/c5※製作には「設計図２６＿Ｂ」と
　２３5００Ｇの資金が必要/c3","Blueprints for Gunman Puppet Bolzer.
/c5* Requires {Blueprint 26_B} and 23500G of funds to produce./c3",240,64,16,"Blueprints for the Gunman Mech Bolzer.
/c5* Requires {Blueprint 26_B} and 23500 G of funds to produce./c3","Blueprints for Gunman Puppet Bolzer.
/c5* Requires {Blueprint 26_B} and 23500 G of funds to produce./c3","ガンマン人形ボルザーのBlueprint

/c5※製作には「Blueprint 26_B」と
　23500Ｇの資金が必要/c3","Blueprints for Gunman Puppet Bolzer.
/c5* Requires {Blueprint 26_B} and 23500 G of funds to produce./c3"
"opb/PartsDesc.opb","0x574d","0x1 0xe78","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x57e2","0x1 0xe84","設計図２７＿Ａ","Blueprint 27_A",102,14,14,"Blueprint 27_A","Blueprint 27_A","Blueprint 27_A","Blueprint 27_A"
"opb/PartsDesc.opb","0x57f1","0x1 0xe88","爆砕人形ガルネイドの設計図

/c5※製作には「設計図２７＿Ｂ」と
　２００００Ｇの資金が必要/c3","Blueprints for Blast Puppet Galnado.
/c5* Requires {Blueprint 27_B} and 20000G of funds to produce./c3",240,64,16,"Blueprints for the Blast Mech Galnado.
/c5* Requires {Blueprint 27_B} and 20000 G of funds to produce./c3","Blueprints for Blast Puppet Galnado.
/c5* Requires {Blueprint 27_B} and 20000 G of funds to produce./c3","爆砕人形ガルネイドのBlueprint

/c5※製作には「Blueprint 27_B」と
　20000Ｇの資金が必要/c3","Blueprints for Blast Puppet Galnado.
/c5* Requires {Blueprint 27_B} and 20000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x5850","0x1 0xe8c","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x58e5","0x1 0xe98","設計図２８＿Ａ","Blueprint 28_A",102,14,14,"Blueprint 28_A","Blueprint 28_A","Blueprint 28_A","Blueprint 28_A"
"opb/PartsDesc.opb","0x58f4","0x1 0xe9c","神槍人形ハダンの設計図

/c5※製作には「設計図２８＿Ｂ」と
　３5０００Ｇの資金が必要/c3","Blueprints for Godlance Puppet Hadan.
/c5* Requires {Blueprint 28_B} and 35000G of funds to produce./c3",240,64,16,"Blueprints for the Divine Lancer Mech Hadan.
/c5* Requires {Blueprint 28_B} and 35000 G of funds to produce./c3","Blueprints for Godspear Puppet Hadan.
/c5* Requires {Blueprint 28_B} and 35000 G of funds to produce./c3","神槍人形ハダンのBlueprint

/c5※製作には「Blueprint 28_B」と
　35000Ｇの資金が必要/c3","Blueprints for Godspear Puppet Hadan.
/c5* Requires {Blueprint 28_B} and 35000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x594f","0x1 0xea0","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x59e4","0x1 0xeac","設計図２９＿Ａ","Blueprint 29_A",102,14,14,"Blueprint 29_A","Blueprint 29_A","Blueprint 29_A","Blueprint 29_A"
"opb/PartsDesc.opb","0x59f3","0x1 0xeb0","ショベル人形ダルベルの設計図

/c5※製作には「設計図２９＿Ｂ」と
　２5０００Ｇの資金が必要/c3","Blueprints for Shovel Puppet Dalvel.
/c5* Requires {Blueprint 29_B} and 25000G of funds to produce./c3",240,64,16,"Blueprints for the Shovel Mech Dalvel.
/c5* Requires {Blueprint 29_B} and 25000 G of funds to produce./c3","Blueprints for Shovel Puppet Dalvel.
/c5* Requires {Blueprint 29_B} and 25000 G of funds to produce./c3","ショベル人形ダルベルのBlueprint

/c5※製作には「Blueprint 29_B」と
　25000Ｇの資金が必要/c3","Blueprints for Shovel Puppet Dalvel.
/c5* Requires {Blueprint 29_B} and 25000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x5a54","0x1 0xeb4","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x5ae9","0x1 0xec0","設計図３０＿Ａ","Blueprint 30_A",102,14,14,"Blueprint 30_A","Blueprint 30_A","Blueprint 30_A","Blueprint 30_A"
"opb/PartsDesc.opb","0x5af8","0x1 0xec4","重砲人形ガレオンの設計図

/c5※製作には「設計図３０＿Ｂ」と
　３６5００Ｇの資金が必要/c3","Blueprints for Ordnance Puppet Galleon.
/c5* Requires {Blueprint 30_B} and 36500G of funds to produce./c3",240,64,16,"Blueprints for the Ordnance Mech Galleon.
/c5* Requires {Blueprint 30_B} and 36500 G of funds to produce./c3","Blueprints for Ordnance Puppet Galeon.
/c5* Requires {Blueprint 30_B} and 36500 G of funds to produce./c3","重砲人形ガレオンのBlueprint

/c5※製作には「Blueprint 30_B」と
　36500Ｇの資金が必要/c3","Blueprints for Ordnance Puppet Galeon.
/c5* Requires {Blueprint 30_B} and 36500 G of funds to produce./c3"
"opb/PartsDesc.opb","0x5b55","0x1 0xec8","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x5bea","0x1 0xed4","設計図３１＿Ａ","Blueprint 31_A",102,14,14,"Blueprint 31_A","Blueprint 31_A","Blueprint 31_A","Blueprint 31_A"
"opb/PartsDesc.opb","0x5bf9","0x1 0xed8","人形船ダイダル号の設計図

/c5※製作には「設計図３１＿Ｂ」と
　３００００Ｇの資金が必要/c3","Blueprints for Puppet Ship S.S. Daedus.
/c5* Requires {Blueprint 31_B} and 30000G of funds to produce./c3",240,64,16,"Blueprints for the Ship Mech S.S. Daedus.
/c5* Requires {Blueprint 31_B} and 30000 G of funds to produce./c3","Blueprints for Puppet Ship S.S. Daedus.
/c5* Requires {Blueprint 31_B} and 30000 G of funds to produce./c3","人形船ダイダル号のBlueprint

/c5※製作には「Blueprint 31_B」と
　30000Ｇの資金が必要/c3","Blueprints for Puppet Ship S.S. Daedus.
/c5* Requires {Blueprint 31_B} and 30000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x5c56","0x1 0xedc","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x5ceb","0x1 0xee8","設計図３２＿Ａ","Blueprint 32_A",102,14,14,"Blueprint 32_A","Blueprint 32_A","Blueprint 32_A","Blueprint 32_A"
"opb/PartsDesc.opb","0x5cfa","0x1 0xeec","甲殻人形グラスターの設計図

/c5※製作には「設計図３２＿Ｂ」と
　4００００Ｇの資金が必要/c3","Blueprints for Shell Puppet Glastar.
/c5* Requires {Blueprint 32_B} and 40000G of funds to produce./c3",240,64,16,"Blueprints for the Shell Mech Glastar.
/c5* Requires {Blueprint 32_B} and 40000 G of funds to produce./c3","Blueprints for Shell Puppet Graster.
/c5* Requires {Blueprint 32_B} and 40000 G of funds to produce./c3","甲殻人形グラスターのBlueprint

/c5※製作には「Blueprint 32_B」と
　40000Ｇの資金が必要/c3","Blueprints for Shell Puppet Graster.
/c5* Requires {Blueprint 32_B} and 40000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x5d59","0x1 0xef0","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x5dee","0x1 0xefc","設計図３３＿Ａ","Blueprint 33_A",102,14,14,"Blueprint 33_A","Blueprint 33_A","Blueprint 33_A","Blueprint 33_A"
"opb/PartsDesc.opb","0x5dfd","0x1 0xf00","人形甲虫フェンシル３の設計図

/c5※製作には「設計図３３＿Ｂ」と
　３5０００Ｇの資金が必要/c3","Blueprints for Puppet Beetle Fensil-3.
/c5* Requires {Blueprint 33_B} and 35000G of funds to produce./c3",240,64,16,"Blueprints for the Mech Beetle Fensil-3.
/c5* Requires {Blueprint 33_B} and 35000 G of funds to produce./c3","Blueprints for Puppet Beetle Fainsil-3.
/c5* Requires {Blueprint 33_B} and 35000 G of funds to produce./c3","人形甲虫フェンシル3のBlueprint

/c5※製作には「Blueprint 33_B」と
　35000Ｇの資金が必要/c3","Blueprints for Puppet Beetle Fainsil-3.
/c5* Requires {Blueprint 33_B} and 35000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x5e5e","0x1 0xf04","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x5ef3","0x1 0xf10","設計図３4＿Ａ","Blueprint 34_A",102,14,14,"Blueprint 34_A","Blueprint 34_A","Blueprint 34_A","Blueprint 34_A"
"opb/PartsDesc.opb","0x5f02","0x1 0xf14","忍傀儡ランガの設計図

/c5※製作には「設計図３4＿Ｂ」と
　３８０００Ｇの資金が必要/c3","Blueprints for Shinobi Kugutsu Ranga.
/c5* Requires {Blueprint 34_B} and 38000G of funds to produce./c3",240,64,16,"Blueprints for the Shinobi Kugutsu Ranga.
/c5* Requires {Blueprint 34_B} and 38000 G of funds to produce./c3","Blueprints for Shinobi Kugutsu Ranga.
/c5* Requires {Blueprint 34_B} and 38000 G of funds to produce./c3","忍傀儡ランガのBlueprint

/c5※製作には「Blueprint 34_B」と
　38000Ｇの資金が必要/c3","Blueprints for Shinobi Kugutsu Ranga.
/c5* Requires {Blueprint 34_B} and 38000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x5f5b","0x1 0xf18","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x5ff0","0x1 0xf24","設計図３5＿Ａ","Blueprint 35_A",102,14,14,"Blueprint 35_A","Blueprint 35_A","Blueprint 35_A","Blueprint 35_A"
"opb/PartsDesc.opb","0x5fff","0x1 0xf28","弩弓人形ヘリオンの設計図

/c5※製作には「設計図３5＿Ｂ」と
　4１5００Ｇの資金が必要/c3","Blueprints for Crossbow Puppet Hellion.
/c5* Requires {Blueprint 35_B} and 41500G of funds to produce./c3",240,64,16,"Blueprints for the Crossbow Mech Hellion.
/c5* Requires {Blueprint 35_B} and 41500 G of funds to produce./c3","Blueprints for Crossbow Puppet Hellion.
/c5* Requires {Blueprint 35_B} and 41500 G of funds to produce./c3","弩弓人形ヘリオンのBlueprint

/c5※製作には「Blueprint 35_B」と
　41500Ｇの資金が必要/c3","Blueprints for Crossbow Puppet Hellion.
/c5* Requires {Blueprint 35_B} and 41500 G of funds to produce./c3"
"opb/PartsDesc.opb","0x605c","0x1 0xf2c","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x60f1","0x1 0xf38","設計図３６＿Ａ","Blueprint 36_A",102,14,14,"Blueprint 36_A","Blueprint 36_A","Blueprint 36_A","Blueprint 36_A"
"opb/PartsDesc.opb","0x6100","0x1 0xf3c","投刃人形ギルメランの設計図

/c5※製作には「設計図３６＿Ｂ」と
　4００００Ｇの資金が必要/c3","Blueprints for Knifehurl Puppet Gilmerang.
/c5* Requires {Blueprint 36_B} and 40000G of funds to produce./c3",240,64,16,"Blueprints for the Knife Throwing Mech Gilmerang.
/c5* Requires {Blueprint 36_B} and 40000 G of funds to produce./c3","Blueprints for Edgehurl Puppet Gilmerang.
/c5* Requires {Blueprint 36_B} and 40000 G of funds to produce./c3","投刃人形ギルメランのBlueprint

/c5※製作には「Blueprint 36_B」と
　40000Ｇの資金が必要/c3","Blueprints for Edgehurl Puppet Gilmerang.
/c5* Requires {Blueprint 36_B} and 40000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x615f","0x1 0xf40","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x61f4","0x1 0xf4c","設計図３７＿Ａ","Blueprint 37_A",102,14,14,"Blueprint 37_A","Blueprint 37_A","Blueprint 37_A","Blueprint 37_A"
"opb/PartsDesc.opb","0x6203","0x1 0xf50","爆銃人形グレインＳの設計図

/c5※製作には「設計図３７＿Ｂ」と
　4６5００Ｇの資金が必要/c3","Blueprints for Bazooka Puppet Grain-S.
/c5* Requires {Blueprint 37_B} and 46500G of funds to produce./c3",240,64,16,"Blueprints for the Bazooka Mech Grain-S.
/c5* Requires {Blueprint 37_B} and 46500 G of funds to produce./c3","Blueprints for Bombgun Puppet Grain-S.
/c5* Requires {Blueprint 37_B} and 46500 G of funds to produce./c3","爆銃人形グレインＳのBlueprint

/c5※製作には「Blueprint 37_B」と
　46500Ｇの資金が必要/c3","Blueprints for Bombgun Puppet Grain-S.
/c5* Requires {Blueprint 37_B} and 46500 G of funds to produce./c3"
"opb/PartsDesc.opb","0x6262","0x1 0xf54","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x62f7","0x1 0xf60","設計図３８＿Ａ","Blueprint 38_A",102,14,14,"Blueprint 38_A","Blueprint 38_A","Blueprint 38_A","Blueprint 38_A"
"opb/PartsDesc.opb","0x6306","0x1 0xf64","長銃人形サーボルトの設計図

/c5※製作には「設計図３８＿Ｂ」と
　4００００Ｇの資金が必要/c3","Blueprints for Rifle Puppet Sarbolt.
/c5* Requires {Blueprint 38_B} and 40000G of funds to produce./c3",240,64,16,"Blueprints for the Rifle Mech Sarbolt.
/c5* Requires {Blueprint 38_B} and 40000 G of funds to produce./c3","Blueprints for Rifle Puppet Sarbolt.
/c5* Requires {Blueprint 38_B} and 40000 G of funds to produce./c3","長銃人形サーボルトのBlueprint

/c5※製作には「Blueprint 38_B」と
　40000Ｇの資金が必要/c3","Blueprints for Rifle Puppet Sarbolt.
/c5* Requires {Blueprint 38_B} and 40000 G of funds to produce./c3"
"opb/PartsDesc.opb","0x6365","0x1 0xf68","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x63fa","0x1 0xf74","設計図３９＿Ａ","Blueprint 39_A",102,14,14,"Blueprint 39_A","Blueprint 39_A","Blueprint 39_A","Blueprint 39_A"
"opb/PartsDesc.opb","0x6409","0x1 0xf78","アサルト人形ガルフＸの設計図

/c5※製作には「設計図３９＿Ｂ」と
　4６5００Ｇの資金が必要/c3","Blueprints for Assault Puppet Gulf-X.
/c5* Requires {Blueprint 39_B} and 46500G of funds to produce./c3",240,64,16,"Blueprints for the Assault Mech Gulf-X.
/c5* Requires {Blueprint 39_B} and 46500 G of funds to produce./c3","Blueprints for Assault Puppet Gulf-X.
/c5* Requires {Blueprint 39_B} and 46500 G of funds to produce./c3","アサルト人形ガルフＸのBlueprint

/c5※製作には「Blueprint 39_B」と
　46500Ｇの資金が必要/c3","Blueprints for Assault Puppet Gulf-X.
/c5* Requires {Blueprint 39_B} and 46500 G of funds to produce./c3"
"opb/PartsDesc.opb","0x646a","0x1 0xf7c","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","A design for a Puppet, with all information needed to produce it. Treasured more than life itself by Puppetmakers, it's split in two to protect the secrets of manufacturing it.",240,64,16,"Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。"
"opb/PartsDesc.opb","0x64ff","0x1 0xf88","設計図4０＿Ａ","Blueprint 40_A",102,14,14,"Blueprint 40_A","Blueprint 40_A","Blueprint 40_A","Blueprint 40_A"
"opb/PartsDesc.opb","0x650e","0x1 0xf8c","複合銃士サイエル改の設計図

/c5※製作には「設計図4０＿Ｂ」と
　３８０００Ｇの資金が必要/c3","Blueprints for Multi-Gunslinger Nu-Saiel.
/c5* Requires {Blueprint 40_B} and 38000G of funds to produce./c3",240,64,16,"Blueprints for the Multi-Gunslinger Saiel.
/c5* Requires {Blueprint 40_B} and 38000 G of funds to produce./c3","Blueprints for Complex Musketeer Saiel.
/c5* Requires {Blueprint 40_B} and 38000 G of funds to produce./c3","複合銃士サイエル改のBlueprint

/c5※製作には「Blueprint 40_B」と
　38000Ｇの資金が必要/c3","Blueprints for Complex Musketeer Saiel.
/c5* Requires {Blueprint 40_B} and 38000 G of funds to produce./c3"
